,,,,,,,,,,0,-24.5,-81.5,-112.5,-100.5,-70.5,-49.5,-57.5,-39.5,-35.5,-34.5,-17.5,-17.5,-18.5,-17,-2.5,-24.5,-81.5,-113.5,-127.5,-89.5,-53.5,-33.5,-30.5,-34.5,-36.5,-18.5,-11.5,-10.5,-7.5,2.5,-24.5,-85.5,-112.5,-112.5,-112.5,-112.5,-114.5,-113.5,-79.5,-113.5,-113.5,-112.5,-111.5,-113.5,-112.5,-80.5,-114.5,-117.5,-89.5,-46.5,-32.5,-29.5,-30.5,-34.5,-13.5,-4.5,-1.5,4.5,5.5,-119.5,-98.5,-95.5
,,,,,,,,,,,0,12,58,94,96,91,66,81,55,45,25,13,12,-19.5,-11,0,7,50,88,123,120,65,60,31,-9,7,1,-4,-7,-22,0,6,46,47,49,49,51,50,10,50,52,51,51,53,52,12,55,92,119,124,95,70,42,9,-9,-10,-13,-21,-24,65,93,72
,,,,,,,,,,,,0,17,43,44,38,19,25,2,-7,-13,-22,-28,-59.5,-61,15,1,11,37,63,56,1,-4,-28,-63,-28,-32,-35,-45,-62,19,1,8,9,10,10,11,11,0,11,12,12,11,13,13,0,14,39,60,57,28,4,-23,-55,-60,-43,-40,-52,-56,19,37,24
,,,,,,,,,,,,,0,8,7,1,-8,-11,-30,-39,-24,-29,-38,-69.5,-77,64,25,1,4,18,11,-39,-44,-61,-86,-28,-30,-30,-45,-61,70,28,2,2,1,2,1,1,21,1,1,1,1,0,0,16,0,5,16,9,-17,-39,-62,-89,-74,-37,-28,-40,-46,0,3,-1
,,,,,,,,,,,,,,0,-2,-7,-8,-17,-28,-35,-9,-15,-23,-51.5,-60,100,53,15,0,2,-4,-39,-43,-52,-65,-2,-8,-5,-21,-33,104,57,20,18,17,17,15,15,48,15,14,14,14,13,12,41,11,0,1,-6,-25,-41,-57,-74,-47,-10,2,-8,-14,8,0,2
,,,,,,,,,,,,,,,0,-2,-1,-7,-14,-18,5,-2,-8,-31.5,-35,100,54,17,-4,-1,0,-21,-25,-29,-35,17,9,12,-1,-8,103,57,22,20,18,18,16,17,49,17,15,15,16,14,13,43,11,-2,-1,-1,-13,-23,-34,-45,-19,10,22,15,10,9,1,4
,,,,,,,,,,,,,,,,0,2,-1,-4,-7,12,5,-1,-18.5,-19,94,47,11,-12,-7,0,-9,-12,-13,-15,27,17,20,10,7,97,50,17,15,13,13,10,11,43,11,9,9,10,8,8,37,5,-9,-7,1,-4,-11,-18,-24,0,21,31,28,24,2,-3,2
,,,,,,,,,,,,,,,,,0,0,-5,-8,4,-6,-13,-31.5,-31,69,27,-1,-15,-4,5,-8,-11,-16,-23,13,2,3,-7,-11,71,29,3,1,0,0,-2,-1,23,-1,-3,-3,-2,-4,-4,19,-6,-12,-4,6,-1,-9,-18,-28,-11,4,11,7,3,-8,-5,-4
,,,,,,,,,,,,,,,,,,0,-1,-2,13,4,-2,-15.5,-14,83,34,-1,-25,-16,-2,-3,-5,-5,-4,28,17,19,11,10,85,37,5,3,1,1,-2,-1,30,-1,-3,-3,-2,-5,-5,25,-7,-21,-15,0,0,-4,-9,-13,8,22,31,29,26,-11,-11,-6
,,,,,,,,,,,,,,,,,,,0,0,6,-5,-11,-21.5,-18,57,10,-22,-41,-25,-5,0,-1,-2,-1,19,6,7,0,2,58,11,-17,-18,-20,-20,-23,-22,7,-22,-23,-23,-22,-24,-24,2,-27,-35,-24,-1,2,0,-3,-7,7,12,18,17,14,-30,-23,-19
,,,,,,,,,,,,,,,,,,,,0,4,-9,-15,-23.5,-19,47,-1,-31,-49,-30,-7,1,0,-1,0,15,2,2,-4,-1,48,0,-27,-28,-30,-30,-32,-31,-3,-31,-32,-32,-31,-34,-34,-7,-36,-42,-29,-3,2,1,-2,-5,7,8,13,13,10,-39,-29,-25
,,,,,,,,,,,,,,,,,,,,,0,1,1,-11.5,-3,27,-9,-22,-23,3,19,8,7,-2,-14,2,6,10,7,7,28,-9,-21,-21,-22,-22,-23,-22,-10,-22,-23,-22,-22,-23,-23,-12,-24,-17,2,22,18,10,0,-12,-9,8,15,15,15,-24,-7,-9
,,,,,,,,,,,,,,,,,,,,,,0,0,-15.5,-6,14,-21,-32,-29,-1,12,-4,-5,-17,-33,-4,1,3,1,-1,15,-23,-31,-31,-31,-31,-32,-31,-21,-31,-31,-31,-30,-31,-30,-21,-31,-24,-3,15,8,-1,-13,-29,-16,1,6,5,4,-30,-15,-20
,,,,,,,,,,,,,,,,,,,,,,,0,-15.5,-6,13,-27,-40,-40,-8,7,-10,-11,-25,-42,-5,1,3,1,-1,14,-30,-41,-41,-41,-40,-41,-40,-27,-40,-40,-40,-39,-40,-39,-27,-40,-34,-10,11,3,-7,-21,-38,-19,1,6,5,4,-39,-25,-29
,,,,,,,,,,,,,,,,,,,,,,,,0,-12.5,-19.5,-59.5,-72.5,-72.5,-36.5,-13.5,-18.5,-18.5,-29.5,-43.5,-17.5,-14.5,-13.5,-12.5,-10.5,-19.5,-63.5,-73.5,-73.5,-72.5,-101.5,-73.5,-72.5,-58.5,-72.5,-72.5,-71.5,-71.5,-71.5,-71.5,-58.5,-71.5,-65.5,-37.5,-7.5,-7.5,-14.5,-24.5,-37.5,-21.5,-11.5,-9.5,-7.5,-7.5,-72.5,-52.5,-56.5
,,,,,,,,,,,,,,,,,,,,,,,,,0,-12,-61,-80,-85,-44,-16,-15,-14,-24,-36,-8,-4,-3,-1,3,-12,-66,-81,-81,-81,-80,-81,-80,-60,-80,-80,-80,-79,-79,-79,-59,-80,-75,-45,-9,-6,-11,-19,-31,-11,0,3,6,7,-82,-60,-62
,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,56,95,130,125,67,62,33,-9,7,1,-4,-7,-24,0,9,52,53,55,55,57,56,13,56,58,58,57,59,59,16,61,98,125,129,98,72,44,9,-10,-11,-14,-23,-26,72,99,77
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,48,76,69,10,5,-22,-61,-27,-33,-37,-46,-66,14,0,14,15,16,16,18,17,0,17,18,18,18,20,20,1,21,50,73,70,39,13,-16,-50,-59,-45,-44,-56,-61,27,48,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,30,24,-29,-34,-54,-84,-29,-35,-36,-51,-68,62,20,0,0,0,0,0,0,14,0,0,0,0,0,0,10,0,11,27,24,-4,-28,-53,-83,-74,-43,-35,-48,-54,1,11,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,-6,-53,-59,-72,-91,-20,-26,-25,-43,-60,101,52,13,12,10,10,9,9,42,9,8,8,9,7,7,36,6,0,3,-9,-35,-55,-76,-100,-74,-31,-19,-33,-40,4,-3,-3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-6,-36,-41,-46,-53,16,11,15,-1,-11,135,81,36,34,32,32,29,30,69,30,28,27,28,26,25,61,23,4,0,-8,-26,-39,-53,-67,-32,11,26,17,12,20,4,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-11,-14,-15,-15,37,28,33,20,17,128,73,31,29,26,26,23,24,63,24,22,22,22,20,19,55,17,-4,-5,0,-7,-14,-21,-28,3,32,46,42,38,13,2,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,24,10,11,5,8,69,11,-23,-25,-27,-27,-30,-29,6,-29,-30,-30,-29,-32,-32,1,-35,-47,-35,-7,0,0,-2,-3,14,18,25,26,23,-39,-31,-26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,6,23,9,10,4,9,64,6,-28,-30,-32,-32,-35,-34,2,-34,-35,-35,-34,-37,-37,-4,-40,-52,-39,-10,-1,0,-1,-1,15,18,24,25,23,-45,-36,-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,10,-6,-8,-13,-8,34,-21,-50,-52,-53,-53,-56,-54,-24,-54,-56,-55,-54,-57,-56,-28,-59,-63,-45,-9,1,2,1,-2,7,2,5,6,3,-63,-46,-42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-7,-26,-31,-34,-28,-9,-62,-82,-83,-83,-83,-86,-84,-61,-84,-85,-84,-83,-85,-85,-62,-87,-80,-52,-6,6,8,6,2,0,-18,-21,-18,-21,-91,-59,-58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-2,-2,-3,-4,8,-28,-30,-30,-30,-29,-30,-30,-27,-29,-29,-29,-29,-29,-29,-28,-30,-13,15,43,38,28,16,-1,-6,-1,3,3,2,-29,0,-6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-2,1,-36,-36,-36,-35,-35,-35,-35,-32,-35,-34,-34,-33,-33,-33,-31,-33,-19,9,33,25,14,0,-18,-11,0,2,2,1,-32,-8,-16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-4,-4,-42,-39,-38,-37,-37,-37,-36,-35,-36,-35,-35,-35,-34,-34,-34,-34,-18,13,38,29,16,0,-21,-11,-1,0,-1,-1,-31,-7,-16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,-7,-51,-53,-52,-52,-51,-52,-51,-44,-51,-50,-50,-49,-49,-49,-43,-49,-35,-3,27,20,9,-5,-25,-10,0,2,2,1,-48,-23,-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-25,-72,-71,-70,-69,-69,-69,-68,-63,-68,-67,-67,-66,-66,-66,-61,-66,-50,-13,25,23,14,1,-17,-4,-1,-1,1,1,-65,-34,-42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,57,59,60,60,63,62,16,62,64,63,62,65,65,19,67,104,130,132,101,74,45,10,-9,-11,-15,-25,-27,78,104,81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,17,18,18,20,20,0,20,21,21,20,22,22,1,24,54,77,74,42,15,-14,-50,-60,-49,-49,-62,-68,30,52,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,11,0,0,0,0,1,1,8,1,15,33,32,3,-21,-48,-80,-73,-45,-38,-51,-58,3,15,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,0,0,0,0,0,0,8,1,14,31,29,0,-24,-50,-81,-73,-44,-37,-50,-57,2,14,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,0,0,0,0,0,9,0,13,29,26,-2,-26,-52,-82,-73,-43,-36,-49,-56,2,12,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,13,0,0,0,0,0,0,9,0,13,29,26,-2,-26,-51,-82,-73,-43,-36,-49,-55,2,12,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14,0,0,0,0,0,0,11,0,11,27,23,-5,-29,-55,-85,-75,-43,-35,-49,-55,1,10,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0,0,0,0,0,0,10,0,11,27,24,-4,-28,-53,-84,-74,-43,-35,-48,-54,1,11,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,15,15,15,16,16,0,18,44,66,64,34,9,-18,-51,-58,-43,-41,-53,-58,23,43,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,10,0,11,27,24,-4,-28,-53,-83,-74,-43,-35,-48,-54,1,11,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,0,10,25,21,-7,-30,-55,-85,-74,-42,-34,-47,-53,1,10,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,10,25,21,-7,-29,-55,-84,-74,-42,-34,-46,-53,1,9,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,0,10,26,22,-5,-28,-53,-83,-72,-41,-33,-46,-52,1,10,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,0,9,23,19,-9,-31,-56,-86,-74,-41,-33,-45,-52,1,8,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,9,23,19,-9,-31,-56,-85,-74,-41,-32,-45,-51,1,8,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,38,58,56,28,4,-22,-54,-59,-42,-39,-50,-55,18,36,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,21,16,-12,-34,-59,-88,-75,-41,-32,-45,-51,0,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,-6,-30,-48,-68,-90,-63,-23,-11,-23,-30,6,-2,-1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-7,-24,-38,-52,-66,-32,9,24,15,9,18,3,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-4,-10,-16,-20,12,38,52,49,45,12,1,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,-3,-4,20,33,44,44,40,-16,-17,-10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,0,18,23,30,32,29,-39,-33,-26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13,9,14,16,14,-64,-50,-44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,-9,-8,-5,-8,-94,-68,-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-4,-2,2,2,-78,-43,-45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,-39,-10,-18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,-1,-28,1,-10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-41,-9,-20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-48,-15,-26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
